# source_api_id	status	crystal_refs	notes
browser.go::func::New	mapped	src/rod/browser.cr,spec/browser_parity_spec.cr,spec/browser_pages_parity_spec.cr,spec/browser_page_creation_parity_spec.cr,spec/browser_incognito_parity_spec.cr,spec/browser_wait_download_parity_spec.cr,spec/browser_each_event_parity_spec.cr,spec/browser_clear_states_parity_spec.cr	mapped from port inventory status=ported; browser API parity covered
lib/proto/autofill.go::method::AutofillDisable.ProtoReq	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::method::AutofillEnable.Call	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::method::AutofillEnable.ProtoReq	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::method::AutofillSetAddresses.Call	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::method::AutofillSetAddresses.ProtoReq	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::method::AutofillTrigger.Call	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::method::AutofillTrigger.ProtoReq	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillAddress	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillAddressField	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillAddressFields	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillAddressFormFilled	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillAddressUI	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillCreditCard	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillDisable	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillEnable	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillFilledField	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillSetAddresses	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::struct::AutofillTrigger	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/autofill.go::type::AutofillFillingStrategy	mapped	src/cdp/autofill/autofill.cr,src/cdp/autofill/types.cr,src/cdp/autofill/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::const::BackgroundServiceServiceNameBackgroundFetch	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::const::BackgroundServiceServiceNameBackgroundSync	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::const::BackgroundServiceServiceNameNotifications	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::const::BackgroundServiceServiceNamePaymentHandler	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::const::BackgroundServiceServiceNamePeriodicBackgroundSync	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::const::BackgroundServiceServiceNamePushMessaging	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceBackgroundServiceEventReceived.ProtoEvent	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceClearEvents.Call	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceClearEvents.ProtoReq	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceRecordingStateChanged.ProtoEvent	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceSetRecording.Call	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceSetRecording.ProtoReq	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceStartObserving.Call	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceStartObserving.ProtoReq	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceStopObserving.Call	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::method::BackgroundServiceStopObserving.ProtoReq	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceBackgroundServiceEvent	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceBackgroundServiceEventReceived	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceClearEvents	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceEventMetadata	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceRecordingStateChanged	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceSetRecording	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceStartObserving	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::struct::BackgroundServiceStopObserving	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/background_service.go::type::BackgroundServiceServiceName	mapped	src/cdp/backgroundservice/backgroundservice.cr,src/cdp/backgroundservice/types.cr,src/cdp/backgroundservice/events.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserBrowserCommandIDCloseTabSearch	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserBrowserCommandIDOpenTabSearch	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserDownloadProgressStateCanceled	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserDownloadProgressStateCompleted	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserDownloadProgressStateInProgress	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionSettingDenied	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionSettingGranted	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionSettingPrompt	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeAccessibilityEvents	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeAudioCapture	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeBackgroundFetch	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeBackgroundSync	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeCapturedSurfaceControl	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeClipboardReadWrite	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeClipboardSanitizedWrite	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeDisplayCapture	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeDurableStorage	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeFlash	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeGeolocation	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeIdleDetection	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeLocalFonts	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeMidi	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeMidiSysex	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeNfc	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeNotifications	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypePaymentHandler	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypePeriodicBackgroundSync	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeProtectedMediaIdentifier	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeSensors	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeSpeakerSelection	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeStorageAccess	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeTopLevelStorageAccess	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeVideoCapture	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeVideoCapturePanTiltZoom	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeWakeLockScreen	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeWakeLockSystem	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserPermissionTypeWindowManagement	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserSetDownloadBehaviorBehaviorAllow	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserSetDownloadBehaviorBehaviorAllowAndName	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserSetDownloadBehaviorBehaviorDefault	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserSetDownloadBehaviorBehaviorDeny	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserWindowStateFullscreen	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserWindowStateMaximized	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserWindowStateMinimized	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::const::BrowserWindowStateNormal	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserAddPrivacySandboxEnrollmentOverride.Call	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserAddPrivacySandboxEnrollmentOverride.ProtoReq	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserCancelDownload.Call	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserCancelDownload.ProtoReq	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserClose.Call	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserClose.ProtoReq	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserCrash.Call	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserCrash.ProtoReq	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserCrashGpuProcess.Call	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserCrashGpuProcess.ProtoReq	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/browser.go::method::BrowserDownloadProgress.ProtoEvent	mapped	src/cdp/browser/browser.cr,src/cdp/browser/events.cr,src/cdp/browser/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
